ลำดับ,รหัสโครงการ,ชื่อโครงการ,ชื่อประเภทโครงการ,ชื่อหน่วยงาน,ชื่อหน่วยงานย่อย,วิธีจัดซื้อฯ,กลุ่มวิธีจัดซื้อฯ,วันที่ประกาศ,งบประมาณ(บาท),ราคากลาง(บาท),ราคาตกลงซื้อ/จ้าง,ปีงบประมาณ,วันที่เกิดรายการ,จังหวัด
4528726,68019383954,ซื้อวัสดุไฟฟ้าและวิทยุ จำนวน 4 รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลมะเร็งลพบุรี,โรงพยาบาลมะเร็งลพบุรี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,21 ม.ค. 68,ลพบุรี
4528727,67129340041,ซื้อวัสดุก่อสร้าง จำนวน 3 รายการ เพื่อใช้ในการซ่อมแซมคลองชลประทานที่ใช้ในการทำการเกษตร โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลชุมแพ,องค์การบริหารส่วนตำบลชุมแพ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,8 ม.ค. 68,ขอนแก่น
4528728,68019155545,จ้างเปลี่ยนถ่ายน้ำมันเครื่องรถยนต์หมายเลขทะเบียน กห-790 เชียงใหม่ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,โรงพยาบาลธัญญารักษ์เชียงใหม่,โรงพยาบาลธัญญารักษ์ เชียงใหม่,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,15 ม.ค. 68,เชียงใหม่
4528729,67129387193,จ้างซ่อมเครื่องตัดหญ้า หมายเลข นค ๔๔๒-๕๗-๐๐๐๑ ของศูนย์พัฒนาเด็กเล็กบ้านผัง ๑๘ ประจำปีงบประมาณ พ.ศ.๒๕๖๘ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลนิคมพัฒนา,องค์การบริหารส่วนตำบลนิคมพัฒนา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,72500,1480,1480,2568,2 ม.ค. 68,สตูล
4528730,68019412248,ซื้อพัฒนาทักษะกระบวนการทางวิทยาศาสตร์ ของนักเรียนห้องเรียนพิเศษวิทยาศาสตร์ คณิตศาสตร์และภาษาอังกฤษ (SME) โรงเรียนห้องแซงวิทยาคม  โดยวิธีเฉพาะเจาะจง,ซื้อ,มหาวิทยาลัยนครพนม,คณะวิทยาศาสตร์ มหาวิทยาลัยนครพนม,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,2 ม.ค. 68,นครพนม
4528731,68039111806,ซื้อมอบใบประกาศนียบัตรนักเรียน นักศึกษา ประจำปีการศึกษา 2567  โดยวิธีเฉพาะเจาะจง,ซื้อ,วิทยาลัยประมงชุมพรเขตรอุดมศักดิ์,วิทยาลัยประมงชุมพรเขตรอุดมศักดิ์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,5 มี.ค. 68,ชุมพร
4528732,68039502517,ซื้อยาจำนวน 1 รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลเสริมงาม,โรงพยาบาลเสริมงาม,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,21 มี.ค. 68,ลำปาง
4528733,68039542566,ซื้อวัสดุสำนักงาน โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนจังหวัดขอนแก่น,โรงพยาบาลส่งเสริมสุขภาพตำบลคำแมด,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,3 มี.ค. 68,ขอนแก่น
4528734,68039050096,ซื้อครุภัณฑ์งานบ้านงานครัว รายการเครื่องชั่งแบบสปริง ขนาด 60 กิโลกรัม จำนวน 1 เครื่อง โดยวิธีเฉพาะเจาะจง,ซื้อ,สถาบันธัญญารักษ์,สถาบันบำบัดรักษาฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,6 มี.ค. 68,ปทุมธานี
4528735,68059355909,ซื้อวัสดุสำนักงาน จำนวน 4 รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลมะเร็งลพบุรี,โรงพยาบาลมะเร็งลพบุรี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,21 พ.ค. 68,ลพบุรี
4528736,68059306775,จ้างโครงการอบรมเชิงปฏิบัติการการทำวิจัยในชั้นเรียน(Action Research)และการเขียนรายงานวิจัยเชิงวิชาการกิจกรรมอบรมเชิงปฏิบัติการพัฒนาครูในการเขียนวิจัยและการเขียนข้อเสนอผลงานวิจัย นวัตกรรมและสิ่งประดิษฐ์ งบประมาณ 2568 โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,วิทยาลัยการอาชีพพิชัย,วิทยาลัยการอาชีพพิชัย อุตรดิตถ์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,14 พ.ค. 68,อุตรดิตถ์
4528737,68059257882,ซื้อวัสดุ-อุปกรณ์ติดตั้งสปริงเกอร์ จำนวน 5 รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,มหาวิทยาลัยราชภัฏอุบลราชธานี,มหาวิทยาลัยราชภัฏอุบลราชธานี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,16 พ.ค. 68,อุบลราชธานี
4528738,68059333713,ซื้อวัสดุงานวิทยบริการและห้องสมุด จำนวน 6 รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,วิทยาลัยสารพัดช่างพิจิตร,วิทยาลัยอาชีวศึกษาพิจิตร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,14 พ.ค. 68,พิจิตร
4528739,68059324170,จ้างซ่อมแซมเครื่องปรับกาอาศ กองคลัง โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลโคกสะอาด,เทศบาลตำบลโคกสะอาด,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,20 พ.ค. 68,ชัยภูมิ
4528740,68059199390,ซื้อวัสดุสำนักงาน โครงการส่งเสริมและพัฒนาผู้ประกอบการวิสาหกิจชุมชน จำนวน 4 รายการ เพื่อขับเคลื่อนการส่งเสริมวิสาหกิจชุมชนระดับอำเภอ  โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมส่งเสริมการเกษตร,สำนักงานเกษตรอำเภอท่าวุ้ง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,15 พ.ค. 68,ลพบุรี
4528741,68059208675,จ้างโครงการเตรียมความพร้อมรับการประเมินองค์การมาตรฐานดีเด่น และพัฒนากิจกรรมนักเรียน นักศึกษา ประจำปีการศึกษา 2568 โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,วิทยาลัยเทคโนโลยีและการจัดการปง,วิทยาลัยเทคโนโลยีและการจัดการปง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,13 พ.ค. 68,พะเยา
4528742,68059209491,ซื้อขออนุมัติจัดซื้อวัสดุเพื่อใช้ในการประชุมคณะอนุกรรมการอำเภอที่แต่งตั้งโดยคณะกรรมการส่งเสริมวิสาหกิจชุมชนจังหวัด โครงการส่งเสริมและพัฒนาผู้ประกอบการวิสาหกิจชุมชน กิจกรรมส่งเสริมและพัฒนาผู้ประกอบการวิสาหกิจชุมชน ประจำปีงบประมาณปี ๒๕๖๘ โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมส่งเสริมการเกษตร,สำนักงานเกษตรอำเภอท่าหลวง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,15 พ.ค. 68,ลพบุรี
4528743,68059354343,ซื้อวัสดุสำนักงาน สำหรับใช้ในโครงการส่งเสริมและพัฒนาผู้ประกอบการวิสาหกิจชุมชน โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมส่งเสริมการเกษตร,สำนักงานเกษตรอำเภอโคกสำโรง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,19 พ.ค. 68,ลพบุรี
4528744,68059412106,จ้างถ่ายเอกสารการประชุมประจำเดือนผู้อำนวยการกลุ่มงานฯ พัฒนาการอำเภอ และเจ้าหน้าที่พัฒนาชุมชนระดับจังหวัด ครั้งที่ 4/2568 โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กรมการพัฒนาชุมชน,สำนักงานพัฒนาชุมชนจังหวัดสุราษฏร์ธานี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,26 พ.ค. 68,สุราษฎร์ธานี
4528745,68079305074,ซื้อวัสดุการเกษตรจำนวน ๒ รายการ  กองสาธารณสุขและสิ่งแวดล้อม  โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลทับสะแก,เทศบาลตำบลทับสะแก,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,18 ก.ค. 68,ประจวบคีรีขันธ์
4528746,68079073533,จ้างซ่อมแซมครุภัณฑ์งานบ้านงานครัว รายการ เครื่องตัดหญ้า (กองการศึกษาฯ) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลหนองบัวศาลา,องค์การบริหารส่วนตำบลหนองบัวศาลา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,3 ก.ค. 68,นครราชสีมา
4528747,68079484897,ซื้อตรายางโลโก้ ของศูนย์พัฒนาเด็กเล็กทั้ง ๔ แห่ง ในสังกัดกองการศึกษา ศาสนาและวัฒนธรรม องค์การบริหารส่วนตำบลท่าพระ โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลท่าพระ,องค์การบริหารส่วนตำบลท่าพระ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,7 ก.ค. 68,ขอนแก่น
4528748,68079634532,จ้างซ่อมแซมครุภัณฑ์คอมพิวเตอร์ โน้ตบุ๊ค หมายเลขครุภัณฑ์ ๔๑๖-๖๗-๐๐๑๐ จำนวน ๑ เครื่อง  โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลบางขะแยง,เทศบาลตำบลบางขะแยง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,30 ก.ค. 68,ปทุมธานี
4528749,68079585291,จ้างทำตรายาง ของกองคลัง เทศบาลตำบลร่อนพิบูลย์ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลร่อนพิบูลย์,เทศบาลตำบลร่อนพิบูลย์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,25 ก.ค. 68,นครศรีธรรมราช
4528750,68079436929,จ้างซ่อมแซมบำรุงรักษาคอมพิวเตอร์ จำนวน ๑ รายการ (กองการศึกษา) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลเมืองชุม,เทศบาลตำบลเมืองชุม,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,22 ก.ค. 68,เชียงราย
4528751,68079503997,จ้างซ่อมผ้า โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,โรงพยาบาลสิชล,โรงพยาบาลสิชล,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,21 ก.ค. 68,นครศรีธรรมราช
4528752,68079002888,จ้างเหมาจัดทำป้ายไวนิลเลือกตั้งสมาชิกสภาองค์การบริหารส่วนตำบลสมสมสะอาด โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลสมสะอาด,องค์การบริหารส่วนตำบลสมสะอาด,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,1 ก.ค. 68,อุบลราชธานี
4528753,68079525940,ซื้อวัสดุอุปกรณ์ในการจัดทำโครงการกิจกรรมพัฒนาเด็กปฐมวัย (หนูน้อยวัยใส สืบสานภูมิปัญญาท้องถิ่น)  จำนวน 7 รายการ  (ตามรายละเอียดแนบท้าย)  โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลจอมแจ้ง,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลจอมแจ้ง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,22 ก.ค. 68,เชียงใหม่
4528754,68079449765,จ้างบำรุงรักษาและซ่อมแซมคอมพิวเตอร์ สำหรับสำนักปลัด โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลทุ่งคาวัด,องค์การบริหารส่วนตำบลทุ่งคาวัด,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,2725,1480,1480,2568,23 ก.ค. 68,ชุมพร
4528755,68069590790,จ้างซ่อมเครื่องคอมพิวเตอร์  จำนวน  ๒ เครื่อง โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลร่มเมือง,เทศบาลตำบลร่มเมือง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,2 ก.ค. 68,พัทลุง
4528756,68079628776,จ้างทำอาหารกลางวัน(กิจกรรมประชุมผู้ปกครองนักเรียนเรียนรวม) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,โรงเรียนอนุบาลลืออำนาจ (ชุมชนเปือยหัวดง),โรงเรียนอนุบาลลืออำนาจ (ชุมชนเปือยหัวดง),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,15 ก.ค. 68,อำนาจเจริญ
4528757,68079240862,ซื้อตรายาง โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลหนองตรุด,องค์การบริหารส่วนตำบลหนองตรุด,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,14 ก.ค. 68,ตรัง
4528758,68079045841,ซื้อวัสดุงานบ้านงานครัว โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลเวียง,เทศบาลตำบลเวียง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,7 ก.ค. 68,สุราษฎร์ธานี
4528759,68079242627,จ้างเหมาจัดทำตรายาง (สำนักปลัด) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลหนองสนม,เทศบาลตำบลหนองสนม,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,14 ก.ค. 68,สกลนคร
4528760,68079126103,ซื้อวัสดุโครงการเสริมสร้างและพัฒนาผู้นำการเปลี่ยนแปลง กิจกรรมที่ 11 เผยแพร่ประชาสัมพันธ์และขยายผลสู่ความยั่งยืน กิจกรรมย่อยที่ 11.1 จัดมหกรรมแสดงความสำเร็จของผู้นำการเปลี่ยนแปลง  โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมการพัฒนาชุมชน,ศูนย์ศึกษาและพัฒนาชุมชนนครนายก,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,3 ก.ค. 68,นครนายก
4528761,68079520350,"ซื้อยา FAMOTIDINE TAB ๒๐ MG ๑๐๐ TAB, ยา DIPHENHYDRAMINE CAP ๒๕ MG ๑๐๐๐ TAB โดยวิธีเฉพาะเจาะจง",ซื้อ,โรงพยาบาลเจ้าพระยาอภัยภูเบศร,โรงพยาบาลเจ้าพระยาอภัยภูเบศร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,4 ก.ค. 68,ปราจีนบุรี
4528762,68079254167,จ้างเหมาบริการปรับปรุงป้ายทำเนียบผู้บริหาร และป้ายชื่อ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลสันทราย,เทศบาลตำบลสันทราย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,14 ก.ค. 68,เชียงราย
4528763,68079491988,ซื้อวัสดุคอมพิวเตอร์  โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลป่าบอน,โรงพยาบาลป่าบอน,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,22 ก.ค. 68,พัทลุง
4528764,68079480348,ซื้อวัสดุไฟฟ้าและวิทยุ จำนวน ๑ โครงการ โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลท่าวุ้ง,โรงพยาบาลท่าวุ้ง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,18 ก.ค. 68,ลพบุรี
4528765,68079229570,ซื้อแก๊สหุงต้ม โดยวิธีเฉพาะเจาะจง,ซื้อ,สาธิตมหาวิทยาลัยราชภัฏเชียงใหม่,สาธิตมหาวิทยาลัยราชภัฏเชียงใหม่,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,4 ก.ค. 68,เชียงใหม่
4528766,68079321777,จ้างทำตรายาง (กองการเจ้าหน้าที่) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลหลักห้า,เทศบาลตำบลหลักห้า,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,17 ก.ค. 68,สมุทรสาคร
4528767,68079267277,ซื้อวัสดุสำนักงาน โครงการส่งเสริมการจัดการสุขภาพพืชเพื่อเพิ่มประสิทธิภาพการผลิตสินค้าเกษตร โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมส่งเสริมการเกษตร,สำนักงานเกษตรจังหวัดลำปาง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,15 ก.ค. 68,ลำปาง
4528768,68109179480,ซื้อแก๊สหุงต้ม โดยวิธีเฉพาะเจาะจง,ซื้อ,สาธิตมหาวิทยาลัยราชภัฏเชียงใหม่,สาธิตมหาวิทยาลัยราชภัฏเชียงใหม่,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,26 ก.ย. 68,เชียงใหม่
4528769,68099619259,ซื้อวัสดุโฆษณาและเผยแพร่ จำนวน ๒ รายการ  โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมสนับสนุนบริการสุขภาพ,ศูนย์สนับสนุนบริการสุขภาพที่ 12,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,24 ก.ย. 68,สงขลา
4528770,68099534745,ซื้อแก๊สหุงต้ม โดยวิธีเฉพาะเจาะจง,ซื้อ,สาธิตมหาวิทยาลัยราชภัฏเชียงใหม่,สาธิตมหาวิทยาลัยราชภัฏเชียงใหม่,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,12 ก.ย. 68,เชียงใหม่
4528771,68099471804,ซื้อวัสดุการเเพทย์ จำนวน ๑ รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลบางไทร,โรงพยาบาลบางไทร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,10 ก.ย. 68,พระนครศรีอยุธยา
4528772,68099245692,จ้างซ่อมเลื่อยยนต์ จำนวน ๓ เครื่อง  โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลเมืองนครนายก,เทศบาลเมืองนครนายก,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,12 ก.ย. 68,นครนายก
4528773,68099024954,จ้างเหมาทำตรายาง เพื่อใช้ในการปฏิบัติงานราชการ อบต.หนองขอน (กองสวัสดิการและสังคม) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลหนองขอน,องค์การบริหารส่วนตำบลหนองขอน,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,1 ก.ย. 68,อุบลราชธานี
4528774,68099595448,ซื้อวัสดุเชื้อเพลิงและหล่อลื่น จำนวน ๑ รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลเพนียด,องค์การบริหารส่วนตำบลเพนียด,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,16 ก.ย. 68,ลพบุรี
4528775,68099045314,ซื้อครุภัณฑ์สำนักงาน ได้แก่เครื่องโทรศัพท์พื้นฐาน จำนวน ๑ เครื่อง เพื่อใช้สื่อสารในงานกู้ชีพของ องค์การบริหารส่วนตำบลแม่ทา โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลแม่ทา,องค์การบริหารส่วนตำบลแม่ทา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1490,1490,1480,2568,2 ก.ย. 68,เชียงใหม่
4528776,68099553903,ซื้อวัสดุสำนักงาน โดยวิธีเฉพาะเจาะจง,ซื้อ,สำนักงานปลัดกระทรวงสาธารณสุข,สำนักงานสาธารณสุข อุบลราชธานี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,18 ก.ย. 68,อุบลราชธานี
4528777,68089053468,ซื้ออะไหล่สำหรับซ่อมแซมครุภัณฑ์งานบ้านงานครัว จำนวน ๑ รายการ   โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลเพชรบูรณ์,โรงพยาบาลเพชรบูรณ์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,10 ก.ย. 68,เพชรบูรณ์
4528778,68099517815,จ้างเหมาซ่อมรถบรรทุกน้ำอเนกประสงค์ (เปลี่ยนชุดย่อยเพลาเกียร์ฝาก) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลงัวบา,องค์การบริหารส่วนตำบลงัวบา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,19 ก.ย. 68,มหาสารคาม
4528779,68099427648,ซื้อวัสดุก่อสร้าง จำนวน ๑๒ รายการ ของสำนักปลัด โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลคลองกวาง,องค์การบริหารส่วนตำบลคลองกวาง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1500,1480,1480,2568,19 ก.ย. 68,สงขลา
4528780,68099134330,ซื้อวัสดุอุปกรณ์ เพื่อใช้ในโครงการอบรมคุณธรรมจริยธรรมระดับปฐมวัย  โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงเรียนเทศบาล 2 วัดพระทรง,โรงเรียนเทศบาล 2 วัดพระทรง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,3 ก.ย. 68,เพชรบุรี
4528781,68099415727,จ้างซ่อมเปลี่ยนอะไหล่เครื่องตัดหญ้า ยี่ห้อ Makita รหัสพัสดุ 714-65-0002 โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลเหนือคลอง,เทศบาลตำบลเหนือคลอง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,16 ก.ย. 68,กระบี่
